sequence,revcom,phylum,class,order,family,genus,species
GEQJ1S111GZXA7,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unclassified,Unclassified
GEQJ1S111GZZDG,False,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_hominis
GEQJ1S111GZZJ6,False,Firmicutes,Clostridia,Clostridiales,Clostridiales_Family_XIII._Incertae_Sedis,Anaerovorax,Anaerovorax_odorimutans
GEQJ1S111GZZVA,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S112HC2X7,False,Firmicutes,Clostridia,Clostridiales,Unclassified,Unclassified,Unclassified
GEQJ1S112HC3BS,False,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Unclassified
GEQJ1S112HC4WH,False,Firmicutes,Clostridia,Clostridiales,Clostridiales_Family_XIII._Incertae_Sedis,Anaerovorax,Anaerovorax_odorimutans
GEQJ1S112HC7PI,False,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Unclassified,Unclassified
GEQJ1S112HC8NS,True,Proteobacteria,Alphaproteobacteria,Rhizobiales,Unclassified,Unclassified,Unclassified
GEQJ1S112HC9K6,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S112HCS8I,True,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,Unclassified
GEQJ1S112HCWN5,False,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_hominis
GEQJ1S112HD03H,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S112HD0FA,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S112HD172,False,Firmicutes,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GEQJ1S112HD1OY,True,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Unclassified
GEQJ1S112HD1YZ,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unclassified,Unclassified
GEQJ1S112HD2SQ,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S112HD56X,False,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_hominis
GEQJ1S112HD6R2,False,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Unclassified,Unclassified
GEQJ1S112HD70E,True,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,Unclassified
GEQJ1S112HD7KS,False,Firmicutes,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GEQJ1S112HDA77,False,Firmicutes,Clostridia,Clostridiales,Clostridiales_Family_XIII._Incertae_Sedis,Anaerovorax,Anaerovorax_odorimutans
GEQJ1S112HDBVK,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GEQJ1S112HDBWD,False,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Unclassified
GEQJ1S112HDBYR,False,Firmicutes,Clostridia,Thermoanaerobacterales,Thermodesulfobiaceae,Unclassified,Unclassified
GEQJ1S112HDCVQ,False,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas_bennonis
GEQJ1S112HDI2R,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S112HDITP,False,Firmicutes,Clostridia,Clostridiales,Clostridiales_Family_XIII._Incertae_Sedis,Anaerovorax,Anaerovorax_odorimutans
GEQJ1S112HDJLH,False,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_hominis
GEQJ1S112HDJR1,False,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Unclassified,Unclassified
GEQJ1S112HDLCU,False,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Unclassified,Unclassified
GEQJ1S112HDLF7,False,Firmicutes,Clostridia,Clostridiales,Clostridiales_Family_XIII._Incertae_Sedis,Anaerovorax,Anaerovorax_odorimutans
GEQJ1S112HDM9F,False,Firmicutes,Clostridia,Clostridiales,Unclassified,Unclassified,Unclassified
GEQJ1S112HDNBH,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unclassified,Unclassified
GEQJ1S112HDNJN,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S112HDNOW,False,Firmicutes,Clostridia,Clostridiales,Unclassified,Unclassified,Unclassified
GEQJ1S112HDNU7,False,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas_bennonis
GEQJ1S112HDQSQ,True,Actinobacteria,Actinobacteria,Micrococcales,Unclassified,Unclassified,Unclassified
GEQJ1S112HDR4D,False,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_hominis
GEQJ1S112HDSDP,False,Actinobacteria,Actinobacteria,Acidothermales,Acidothermaceae,Acidothermus,Acidothermus_cellulolyticus
GEQJ1S112HDT0Q,False,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_hominis
GEQJ1S112HDT53,False,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Unclassified
GEQJ1S112HDTBB,False,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Unclassified
GEQJ1S112HDTZ0,False,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_hominis
GEQJ1S112HDU1J,False,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas_bennonis
GEQJ1S112HDUXS,False,Firmicutes,Clostridia,Clostridiales,Clostridiales_Family_XIII._Incertae_Sedis,Unclassified,Unclassified
GEQJ1S112HDVIJ,False,Firmicutes,Clostridia,Clostridiales,Clostridiales_Family_XIII._Incertae_Sedis,Anaerovorax,Anaerovorax_odorimutans
GEQJ1S112HDW93,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unclassified,Unclassified
GEQJ1S112HDX00,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S112HDXZU,False,Firmicutes,Clostridia,Clostridiales,Unclassified,Unclassified,Unclassified
GEQJ1S112HE0YP,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S112HE2CI,True,Proteobacteria,Betaproteobacteria,Unclassified,Unclassified,Unclassified,Unclassified
GEQJ1S112HE4FT,True,Firmicutes,Bacilli,Bacillales,Bacillaceae,Unclassified,Unclassified
GEQJ1S112HE4RO,False,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Unclassified,Unclassified
GEQJ1S112HE593,False,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas_bennonis
GEQJ1S112HE8BU,False,Firmicutes,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GEQJ1S112HE96D,False,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_hominis
GEQJ1S112HE9ZU,False,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Unclassified,Unclassified
GEQJ1S112HEA2D,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GEQJ1S112HEA8P,False,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Unclassified,Unclassified
GEQJ1S112HEBDM,False,Firmicutes,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GEQJ1S112HEBSM,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unclassified,Unclassified
GEQJ1S112HEBU9,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S112HECI7,True,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,Unclassified
GEQJ1S112HEE34,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unclassified,Unclassified
GEQJ1S112HEF1F,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S112HEH2C,False,Firmicutes,Clostridia,Clostridiales,Unclassified,Unclassified,Unclassified
GEQJ1S112HEHZ0,False,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_hominis
GEQJ1S112HEID0,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GEQJ1S112HEIMU,False,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_hominis
GEQJ1S112HEJ0U,False,Firmicutes,Clostridia,Clostridiales,Clostridiales_Family_XIII._Incertae_Sedis,Anaerovorax,Anaerovorax_odorimutans
GEQJ1S112HEJ6C,True,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,Unclassified
GEQJ1S112HEJB0,False,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas_bennonis
GEQJ1S112HEJFF,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S112HEKCT,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unclassified,Unclassified
GEQJ1S112HEKOA,True,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,Unclassified
GEQJ1S112HEKW3,False,Firmicutes,Clostridia,Clostridiales,Unclassified,Unclassified,Unclassified
GEQJ1S112HELT8,False,Firmicutes,Clostridia,Clostridiales,Clostridiales_Family_XIII._Incertae_Sedis,Anaerovorax,Anaerovorax_odorimutans
GEQJ1S112HEMIF,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unclassified,Unclassified
GEQJ1S112HEMNW,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S112HENWV,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S112HEOG9,False,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Unclassified,Unclassified
GEQJ1S112HESQZ,True,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,Unclassified
GEQJ1S112HEULA,True,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,Unclassified
GEQJ1S112HEUYJ,False,Firmicutes,Clostridia,Clostridiales,Clostridiales_Family_XIII._Incertae_Sedis,Anaerovorax,Anaerovorax_odorimutans
GEQJ1S112HEXBQ,True,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,Unclassified
GEQJ1S112HEXHC,False,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_hominis
GEQJ1S112HEXJ7,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S112HEXMS,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unclassified,Unclassified
GEQJ1S112HEY0F,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S112HF0CH,False,Firmicutes,Clostridia,Clostridiales,Clostridiales_Family_XIII._Incertae_Sedis,Anaerovorax,Anaerovorax_odorimutans
GEQJ1S112HF0MB,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S112HF0YS,False,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_hominis
GEQJ1S112HF1SI,False,Firmicutes,Clostridia,Clostridiales,Unclassified,Unclassified,Unclassified
GEQJ1S112HF2BM,False,Firmicutes,Clostridia,Clostridiales,Clostridiales_Family_XIII._Incertae_Sedis,Anaerovorax,Anaerovorax_odorimutans
GEQJ1S112HF2Z7,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S112HF37Z,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium,Unclassified
GEQJ1S112HF4DF,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unclassified,Unclassified
GEQJ1S112HF5CU,False,Firmicutes,Clostridia,Thermoanaerobacterales,Thermodesulfobiaceae,Coprothermobacter,Unclassified
GEQJ1S112HF63L,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S112HF6NX,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unclassified,Unclassified
GEQJ1S112HF6RH,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unclassified,Unclassified
GEQJ1S112HF72K,False,Firmicutes,Clostridia,Clostridiales,Unclassified,Unclassified,Unclassified
GEQJ1S112HF8T6,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GEQJ1S112HF8WO,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unclassified,Unclassified
GEQJ1S112HF9TR,False,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Unclassified,Unclassified
GEQJ1S112HFDBL,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unclassified,Unclassified
GEQJ1S112HFDOB,True,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Unclassified,Unclassified
GEQJ1S112HFER2,False,Firmicutes,Clostridia,Clostridiales,Syntrophomonadaceae,Pelospora,Pelospora_glutarica
GEQJ1S112HFETI,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unclassified,Unclassified
GEQJ1S112HFF2Z,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GEQJ1S112HFGIP,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S112HFGXA,False,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,Unclassified
GEQJ1S112HFHSG,True,Actinobacteria,Actinobacteria,Micrococcales,Unclassified,Unclassified,Unclassified
GEQJ1S112HFISU,True,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,Unclassified
GEQJ1S112HFK42,False,Firmicutes,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GEQJ1S112HFK61,True,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,Unclassified
GEQJ1S112HFK8V,False,Firmicutes,Clostridia,Clostridiales,Clostridiales_Family_XIII._Incertae_Sedis,Anaerovorax,Anaerovorax_odorimutans
GEQJ1S112HFKPW,False,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,Unclassified
GEQJ1S112HFMS6,False,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_hominis
GEQJ1S112HFMYQ,True,Actinobacteria,Actinobacteria,Corynebacteriales,Unclassified,Unclassified,Unclassified
GEQJ1S112HFNOA,True,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,Unclassified
GEQJ1S112HFNYM,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S112HFNZJ,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium,Unclassified
GEQJ1S112HFODV,False,Firmicutes,Clostridia,Clostridiales,Clostridiales_Family_XIII._Incertae_Sedis,Anaerovorax,Anaerovorax_odorimutans
GEQJ1S112HFPOY,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unclassified,Unclassified
GEQJ1S112HFQMW,True,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,Unclassified
GEQJ1S112HFRB4,True,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,Unclassified
GEQJ1S112HFS8L,False,Firmicutes,Clostridia,Clostridiales,Clostridiales_Family_XIII._Incertae_Sedis,Anaerovorax,Anaerovorax_odorimutans
GEQJ1S112HFSWH,False,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_hominis
GEQJ1S112HFTPA,True,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,Unclassified
GEQJ1S112HFUP4,True,Actinobacteria,Actinobacteria,Micrococcales,Unclassified,Unclassified,Unclassified
GEQJ1S112HFVKC,False,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Unclassified,Unclassified
GEQJ1S112HFVY9,True,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Unclassified
GEQJ1S112HFWO9,False,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Unclassified,Unclassified
GEQJ1S112HFYSP,False,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Unclassified
GEQJ1S112HFZ73,False,Firmicutes,Clostridia,Clostridiales,Clostridiales_Family_XIII._Incertae_Sedis,Anaerovorax,Anaerovorax_odorimutans
GEQJ1S112HFZN8,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S112HFZP9,False,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Unclassified,Unclassified
GEQJ1S112HG0OM,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GEQJ1S112HG11E,False,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_hominis
GEQJ1S112HG12J,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unclassified,Unclassified
GEQJ1S112HG16E,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unclassified,Unclassified
GEQJ1S112HG18B,True,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,Unclassified
GEQJ1S112HG1JY,False,Firmicutes,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GEQJ1S112HG1PB,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GEQJ1S112HG2S5,False,Firmicutes,Clostridia,Clostridiales,Clostridiales_Family_XIII._Incertae_Sedis,Anaerovorax,Anaerovorax_odorimutans
GEQJ1S112HG4EA,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S112HG4YP,False,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_hominis
GEQJ1S112HG5Q6,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium,Unclassified
GEQJ1S112HG7HZ,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unclassified,Unclassified
GEQJ1S112HG836,False,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Unclassified
GEQJ1S112HG8W4,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unclassified,Unclassified
GEQJ1S112HGAHF,False,Firmicutes,Clostridia,Clostridiales,Unclassified,Unclassified,Unclassified
GEQJ1S112HGBST,False,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_hominis
GEQJ1S112HGCQU,True,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Weeksella,Weeksella_virosa
GEQJ1S112HGCV8,False,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas_bennonis
GEQJ1S112HGEDW,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S112HGEHN,False,Firmicutes,Clostridia,Clostridiales,Unclassified,Unclassified,Unclassified
GEQJ1S112HGEIM,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GEQJ1S112HGENO,False,Firmicutes,Clostridia,Clostridiales,Clostridiales_Family_XIII._Incertae_Sedis,Unclassified,Unclassified
GEQJ1S112HGFAW,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S112HGGLF,False,Firmicutes,Clostridia,Clostridiales,Unclassified,Unclassified,Unclassified
GEQJ1S112HGH6T,False,Firmicutes,Clostridia,Clostridiales,Unclassified,Unclassified,Unclassified
GEQJ1S112HGICY,True,Actinobacteria,Actinobacteria,Micrococcales,Unclassified,Unclassified,Unclassified
GEQJ1S112HGILS,False,Firmicutes,Clostridia,Clostridiales,Unclassified,Unclassified,Unclassified
GEQJ1S112HGIN4,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unclassified,Unclassified
GEQJ1S112HGIOL,False,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_hominis
GEQJ1S112HGITZ,False,Actinobacteria,Actinobacteria,Micrococcales,Promicromonosporaceae,Myceligenerans,Unclassified
GEQJ1S112HGK6F,False,Firmicutes,Clostridia,Clostridiales,Clostridiales_Family_XIII._Incertae_Sedis,Anaerovorax,Anaerovorax_odorimutans
GEQJ1S112HGLF7,False,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Unclassified
GEQJ1S112HGLK6,False,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Unclassified
GEQJ1S112HGLOL,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GEQJ1S112HGMON,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S112HGNT9,False,Firmicutes,Clostridia,Clostridiales,Unclassified,Unclassified,Unclassified
GEQJ1S112HGO4A,True,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,Unclassified
GEQJ1S112HGO6O,False,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Unclassified
GEQJ1S112HGO9U,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GEQJ1S112HGOLN,False,Firmicutes,Clostridia,Thermoanaerobacterales,Thermodesulfobiaceae,Unclassified,Unclassified
GEQJ1S112HGORS,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S112HGOSD,False,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_hominis
GEQJ1S112HGOYI,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S112HGPJV,True,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Unclassified,Unclassified
GEQJ1S112HGQ2P,False,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_hominis
GEQJ1S112HGQH6,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GEQJ1S112HGR02,False,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas_bennonis
GEQJ1S112HGR8J,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GEQJ1S112HGRO9,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GEQJ1S112HGS69,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S112HGUCP,False,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Unclassified,Unclassified
GEQJ1S112HGV95,False,Firmicutes,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GEQJ1S112HGVI9,False,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Unclassified,Unclassified
GEQJ1S112HGYRT,False,Firmicutes,Clostridia,Clostridiales,Clostridiales_Family_XIII._Incertae_Sedis,Anaerovorax,Anaerovorax_odorimutans
GEQJ1S112HGZD9,False,Firmicutes,Clostridia,Clostridiales,Clostridiales_Family_XIII._Incertae_Sedis,Anaerovorax,Anaerovorax_odorimutans
GEQJ1S112HGZDF,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GEQJ1S112HH08I,False,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Unclassified,Unclassified
GEQJ1S112HH0ZF,False,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_hominis
GEQJ1S112HH1S7,False,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_hominis
GEQJ1S112HH306,False,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Unclassified
GEQJ1S112HH4EC,False,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas_bennonis
GEQJ1S112HH4J1,True,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,Unclassified
GEQJ1S112HH4RG,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S112HH5NQ,True,Firmicutes,Bacilli,Bacillales,Unclassified,Unclassified,Unclassified
GEQJ1S112HH62M,True,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,Unclassified
GEQJ1S112HHAQ5,False,Firmicutes,Clostridia,Clostridiales,Clostridiales_Family_XIII._Incertae_Sedis,Anaerovorax,Anaerovorax_odorimutans
GEQJ1S112HHB3N,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S112HHDDG,False,Bacteroidetes,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GEQJ1S112HHECV,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unclassified,Unclassified
GEQJ1S112HHEZB,False,Actinobacteria,Actinobacteria,Micrococcales,Promicromonosporaceae,Myceligenerans,Myceligenerans_halotolerans
GEQJ1S112HHFCA,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S112HHGBA,True,Firmicutes,Bacilli,Bacillales,Unclassified,Unclassified,Unclassified
GEQJ1S112HHGXI,False,Firmicutes,Clostridia,Clostridiales,Clostridiales_Family_XIII._Incertae_Sedis,Unclassified,Unclassified
GEQJ1S112HHHIB,False,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Unclassified
GEQJ1S112HHHWX,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unclassified,Unclassified
